0	0	0.020885547201336677	0.12030075187969926	0.03842940685045948	0.19047619047619047	0.09690893901420218	0.05012531328320802	0.21386800334168754	0.04427736006683375	0.03258145363408521	0.026733500417710943	0.026733500417710943	0.026733500417710943	0.020885547201336677	0.0910609857978279
1	1	0.05860805860805861	0.04578754578754579	0.04578754578754579	0.04578754578754579	0.08424908424908424	0.04578754578754579	0.14835164835164835	0.04578754578754579	0.04578754578754579	0.04578754578754579	0.04578754578754579	0.2509157509157509	0.04578754578754579	0.04578754578754579
2	2	0.07256235827664399	0.08843537414965986	0.07256235827664399	0.05668934240362812	0.05668934240362812	0.05668934240362812	0.10430839002267574	0.05668934240362812	0.05668934240362812	0.05668934240362812	0.12018140589569161	0.07256235827664399	0.05668934240362812	0.07256235827664399
3	3	0.05574912891986063	0.06794425087108014	0.05574912891986063	0.04355400696864112	0.1289198606271777	0.06794425087108014	0.05574912891986063	0.05574912891986063	0.04355400696864112	0.14111498257839722	0.06794425087108014	0.05574912891986063	0.08013937282229965	0.08013937282229965
4	4	0.04438280166435506	0.04438280166435506	0.04438280166435506	0.12205270457697642	0.08321775312066573	0.03467406380027739	0.04438280166435506	0.0638002773925104	0.03467406380027739	0.03467406380027739	0.03467406380027739	0.20943134535367547	0.17059639389736478	0.03467406380027739
5	5	0.06262230919765166	0.048923679060665366	0.06262230919765166	0.11741682974559686	0.048923679060665366	0.06262230919765166	0.048923679060665366	0.048923679060665366	0.048923679060665366	0.09001956947162426	0.048923679060665366	0.06262230919765166	0.06262230919765166	0.18590998043052837
6	6	0.06157635467980296	0.07881773399014778	0.06157635467980296	0.06157635467980296	0.06157635467980296	0.06157635467980296	0.06157635467980296	0.06157635467980296	0.06157635467980296	0.06157635467980296	0.13054187192118227	0.07881773399014778	0.0960591133004926	0.06157635467980296
7	7	0.042517006802721094	0.06632653061224489	0.042517006802721094	0.06632653061224489	0.22108843537414968	0.042517006802721094	0.06632653061224489	0.042517006802721094	0.042517006802721094	0.042517006802721094	0.05442176870748299	0.09013605442176871	0.06632653061224489	0.11394557823129252
8	8	0.048923679060665366	0.09001956947162426	0.06262230919765166	0.07632093933463796	0.06262230919765166	0.06262230919765166	0.10371819960861056	0.048923679060665366	0.17221135029354206	0.048923679060665366	0.06262230919765166	0.048923679060665366	0.06262230919765166	0.048923679060665366
9	9	0.13381555153707053	0.045207956600361664	0.045207956600361664	0.05786618444846293	0.15913200723327306	0.045207956600361664	0.05786618444846293	0.045207956600361664	0.045207956600361664	0.08318264014466546	0.045207956600361664	0.045207956600361664	0.08318264014466546	0.10849909584086799
10	10	0.1112781954887218	0.03759398496240602	0.03759398496240602	0.03759398496240602	0.048120300751879695	0.03759398496240602	0.16390977443609023	0.03759398496240602	0.06917293233082707	0.03759398496240602	0.23759398496240602	0.048120300751879695	0.05864661654135338	0.03759398496240602
11	11	0.04761904761904762	0.08761904761904761	0.04761904761904762	0.08761904761904761	0.06095238095238095	0.06095238095238095	0.11428571428571428	0.08761904761904761	0.08761904761904761	0.04761904761904762	0.07428571428571429	0.04761904761904762	0.10095238095238095	0.04761904761904762
12	12	0.052521008403361345	0.052521008403361345	0.0819327731092437	0.09663865546218486	0.052521008403361345	0.0819327731092437	0.06722689075630252	0.0819327731092437	0.052521008403361345	0.052521008403361345	0.1407563025210084	0.0819327731092437	0.052521008403361345	0.052521008403361345
13	13	0.12337662337662338	0.04155844155844156	0.05974025974025974	0.03246753246753247	0.15064935064935067	0.05974025974025974	0.03246753246753247	0.050649350649350645	0.050649350649350645	0.15064935064935067	0.050649350649350645	0.03246753246753247	0.06883116883116883	0.09610389610389611
14	14	0.051948051948051945	0.08225108225108226	0.09437229437229437	0.07012987012987013	0.13073593073593073	0.021645021645021648	0.06406926406926407	0.13073593073593073	0.07619047619047618	0.027705627705627706	0.13073593073593073	0.03982683982683983	0.03982683982683983	0.03982683982683983
15	15	0.015655577299412915	0.03962818003913894	0.012230919765166342	0.10812133072407046	0.015655577299412915	0.036203522504892366	0.01908023483365949	0.029354207436399216	0.029354207436399216	0.12181996086105674	0.07729941291585128	0.03277886497064579	0.42661448140900193	0.036203522504892366
16	16	0.12462006079027357	0.1529888551165147	0.032421479229989864	0.12462006079027357	0.025329280648429587	0.05369807497467072	0.07497467071935157	0.09625126646403243	0.04660587639311043	0.025329280648429587	0.14589665653495443	0.032421479229989864	0.025329280648429587	0.03951367781155015
17	17	0.05745341614906832	0.18788819875776397	0.08462732919254658	0.05745341614906832	0.06288819875776397	0.18788819875776397	0.03027950310559006	0.046583850931677016	0.024844720496894408	0.03571428571428571	0.024844720496894408	0.06288819875776397	0.06832298136645963	0.06832298136645963
18	18	0.2508305647840532	0.07641196013289037	0.05315614617940199	0.05315614617940199	0.04152823920265781	0.05315614617940199	0.06478405315614617	0.04152823920265781	0.05315614617940199	0.04152823920265781	0.11129568106312292	0.06478405315614617	0.05315614617940199	0.04152823920265781
19	19	0.05714285714285714	0.044642857142857144	0.08214285714285714	0.05714285714285714	0.044642857142857144	0.044642857142857144	0.21964285714285717	0.044642857142857144	0.06964285714285715	0.044642857142857144	0.10714285714285714	0.08214285714285714	0.044642857142857144	0.05714285714285714
20	20	0.038740920096852295	0.09806295399515738	0.04721549636803874	0.06416464891041163	0.11501210653753026	0.04721549636803874	0.038740920096852295	0.05569007263922518	0.03026634382566586	0.03026634382566586	0.07263922518159806	0.27602905569007263	0.03026634382566586	0.05569007263922518
21	21	0.10075187969924812	0.09022556390977443	0.048120300751879695	0.06917293233082707	0.09022556390977443	0.1112781954887218	0.048120300751879695	0.05864661654135338	0.048120300751879695	0.07969924812030076	0.048120300751879695	0.048120300751879695	0.12180451127819548	0.03759398496240602
22	22	0.03778040141676505	0.10389610389610389	0.03778040141676505	0.08736717827626918	0.03778040141676505	0.05430932703659976	0.21959858323494688	0.03778040141676505	0.0295159386068477	0.11216056670602124	0.07910271546635182	0.08736717827626918	0.03778040141676505	0.03778040141676505
23	23	0.08701298701298701	0.06883116883116883	0.13246753246753246	0.07792207792207792	0.04155844155844156	0.04155844155844156	0.050649350649350645	0.08701298701298701	0.06883116883116883	0.09610389610389611	0.07792207792207792	0.07792207792207792	0.04155844155844156	0.050649350649350645
24	24	0.06095238095238095	0.06095238095238095	0.07428571428571429	0.04761904761904762	0.04761904761904762	0.11428571428571428	0.07428571428571429	0.04761904761904762	0.14095238095238094	0.04761904761904762	0.06095238095238095	0.04761904761904762	0.11428571428571428	0.06095238095238095
